timestamp,longitude,latitude,speed_mps,acceleration_mps2,turn_rate_dps
0,116.00075113115369,39.00073322034209,10.496714153011233,0.4967141530112327,-0.6913215058559232
1,116.00143841600352,39.00161049831891,11.144402691111924,0.6476885381006925,7.615149282040127
2,116.00212866694388,39.002455417865846,10.910249316388589,-0.23415337472333597,-1.1706847847459028
3,116.00285233001738,39.00347334635032,12.48946213189598,1.5792128155073915,3.837173645764544
4,116.00350164319491,39.00448487660276,12.019987745961028,-0.4694743859349521,2.712800217929823
5,116.00416492260209,39.005431239927255,11.556570053148565,-0.46341769281246226,-2.328648767851284
6,116.0049932418646,39.006271442789384,11.7985323247146,0.24196227156603412,-9.56640122328899
7,116.00573479780637,39.006953257921666,10.073614492201568,-1.7249178325130328,-2.8114376462048636
8,116.00638472915428,39.0075845797066,9.060783371867144,-1.0128311203344238,1.5712366629763694
9,116.00703492564855,39.00807643269304,8.152759296345932,-0.9080240755212109,-7.061518506676458
10,116.0078132934982,39.0086414824499,9.618408065267486,1.465648768921554,-1.1288815024326784
11,116.0086616406485,39.009108901669485,9.68593626995541,0.06752820468792384,-7.1237409310672835
12,116.00945800010494,39.00955777985828,9.141553545430227,-0.5443827245251827,0.5546129485493304
13,116.01014085597431,39.00997274774582,7.990559968007925,-1.1509935774223028,1.8784900917283598
14,116.01078194595493,39.01034032495092,7.38992127808912,-0.600638689918805,-1.458468748966384
15,116.01130881949393,39.01076834698003,6.788214665859723,-0.6017066122293969,9.261390922544688
16,116.01187178012783,39.011145233287486,6.774717441121789,-0.013497224737933921,-5.288554644779502
17,116.01254445552416,39.01149835049721,7.597262353224978,0.822544912103189,-6.104218249855111
18,116.01328728785174,39.01173825913881,7.806125948229734,0.2088635950047554,-9.798350619398878
19,116.01390021873833,39.01194790832593,6.477939899331303,-1.3281860488984305,0.9843061793456176
20,116.01457945311851,39.01219164154385,7.2164064793267135,0.7384665799954104,0.8568414059498525
21,116.0152538725834,39.012413826275754,7.100758196938473,-0.11564828238824053,-1.505518477946444
22,116.015797854778,39.01255587827886,5.622236206571046,-1.4785219903674274,-3.5992210419735433
23,116.01628313031718,39.01273174337476,5.161597435611258,-0.4606387709597875,5.285611131094578
24,116.01682334302278,39.01283778220969,5.505215725179719,0.3436182895684614,-8.81520077681367
25,116.01739880677871,39.0129307812145,5.829299694574514,0.324083969394795,-1.9254114020815827
26,116.01790233524824,39.013040001356515,5.152377694268555,-0.6769220003059587,3.0583814442043393
27,116.01849398544199,39.01321969995496,6.183377216764506,1.030999522495951,4.656400595580993
28,116.01900934014891,39.01336115650077,5.344159693541868,-0.8392175232226385,-1.546061879256073
29,116.01954188402355,39.01355737397718,5.675423124945432,0.33126343140356396,4.877725635611796
30,116.02003231192947,39.01372910194248,5.196248887100142,-0.47917423784528995,-0.9282948833190856
31,116.02051886691144,39.013844272466116,5.0,-1.1063349740060282,-5.981033120403354
32,116.02106472361713,39.01404400984672,5.812525822394198,0.812525822394198,6.781200142854114
33,116.02158449871789,39.01428766749538,5.740515700813864,-0.07201012158033385,5.01766448946012
34,116.02215071653623,39.01451517560304,6.102151725861498,0.36163602504763415,-3.2255987730256215
35,116.0227128267664,39.014834246959005,6.463547331369912,0.36139560550841393,7.690182832329846
36,116.02322342832429,39.01522468525015,6.42772129225996,-0.03582603910995154,7.823218279070031
37,116.02359782908903,39.015556082394625,5.0,-2.6197451040897444,4.109512521876119
38,116.02398741507741,39.015883195886246,5.087047068238172,0.08704706823817122,-1.4950367523293373
39,116.02443554896993,39.01614276576375,5.178807844773674,0.0917607765355023,-9.937844573004464
40,116.02486019147234,39.0164067330821,5.0,-0.21967188783751193,1.7855628575587321
41,116.02542524884996,39.0167234999878,6.477894044741516,1.477894044741516,-2.591351091368237
42,116.02593144364431,39.01697881908986,5.669400441848329,-0.8084936028931876,-2.5087852179226826
43,116.02651062220484,39.01729210560809,6.584802559550403,0.9154021177020741,1.6437555482984223
44,116.0270297713904,39.017603745628676,6.055042355783364,-0.5297602037670388,2.5663371655667806
45,116.02752862699306,39.017963785738885,6.152119905131404,0.09707754934804039,4.843224952664446
46,116.02797949361772,39.01826997451927,5.450066811254052,-0.7020530938773524,-1.6383107329888411
47,116.02843070757542,39.01849852521879,5.057958658121894,-0.39210815313215763,-7.317574740660593
48,116.02890270305329,39.01875127387124,5.35407893518647,0.29612027706457605,1.3052763608994467
49,116.02938022906643,39.01899453985262,5.359192391828931,0.00511345664246089,-1.1729356668757345
50,116.02983377891132,39.01920499777764,5.0,-1.4153707420504142,-2.103226613826795
51,116.03030094015993,39.01938321216481,5.0,-0.3427145165267695,-4.011386346108095
52,116.03076152848081,39.01957778451299,5.0,-0.16128571166600914,2.020254284072692
53,116.03139171188495,39.01985538933969,6.88618590121053,1.8861859012105302,0.8728890641591948
54,116.03204732193208,39.02013912363122,7.143736291933295,0.25755039072276437,-0.37222957883083607
55,116.03252731733768,39.020345538289426,5.224965076634254,-1.9187712152990415,-0.1325693772460844
56,116.03295713432738,39.02065309356501,5.28519528657528,0.06023020994102644,12.31621056242643
57,116.03336336638002,39.02096025009464,5.092834321794157,-0.19236096478112252,1.5077367116680622
58,116.03379579156723,39.02122265149512,5.058122552088914,-0.03471176970524331,-5.84339018809766
59,116.03430368365713,39.02157840823703,6.200945366603935,1.1428228145150205,3.759665163433871
60,116.03490636392033,39.021932885271404,6.991977313646982,0.7910319470430469,-4.546937273973695
61,116.03567648684803,39.0222669998962,8.39477162458308,1.4027943109360992,-7.009255313961404
62,116.03641752277613,39.0227745058544,8.981628718383352,0.5868570938002703,10.952278129049892
63,116.03709833412069,39.02319292130524,7.991092393252663,-0.9905363251306883,-2.8314886480138597
64,116.03780557716728,39.023585869926166,8.090743758340304,0.09965136508764122,-2.517378270580996
65,116.03837536003633,39.023906921306796,6.540080327274172,-1.5506634310661327,0.34281487403013666
66,116.03884107543212,39.024195312597236,5.477776613548067,-1.0623037137261049,2.367962153175908
67,116.03922679184119,39.02451346798659,5.0,-0.9194242342338032,7.749672025087698
68,116.03962129655541,39.02482065853081,5.0,-0.7832532923362371,-1.610307581028378
69,116.04011563618275,39.02512659668994,5.81351721736967,0.8135172173696698,-6.154321582169776
70,116.04058979388107,39.02550090742533,6.0409771519738,0.22745993460412942,6.535713771412141
71,116.0409772025553,39.02581700000534,5.0,-1.6074832345612275,0.923169292661521
72,116.04136112987167,39.02617653232076,5.259882794248424,0.25988279424842353,3.909114358886552
73,116.04176296300095,39.02647407246296,5.0,-1.236950710878082,-6.602283065421382
74,116.04219807847791,39.02681406203376,5.521941565616897,0.5219415656168976,1.4849233661659302
75,116.04264198065215,39.02718306183128,5.772434415962774,0.25049285034587654,1.7322410474848784
76,116.04302691089357,39.027516461102714,5.092409694384283,-0.6800247215784908,1.1612684858050177
77,116.04345516909959,39.02784300220391,5.385482167682965,0.29307247329868125,-3.571757090131839
78,116.04401312738314,39.028306132626184,7.251256678827722,1.8657745111447566,2.3691646045589376
79,116.04445649043002,39.028719242217335,6.059953181625073,-1.1913034972026486,3.2827680431691486
80,116.04480387341258,39.029090624670985,5.085271511397752,-0.9746816702273214,3.9354230187122603
81,116.04526193812534,39.029514930552814,6.243867090405156,1.158595579007404,-4.103411591758553
82,116.04577269661934,39.03002342766105,7.207243219649478,0.9633761292443218,2.0639046346824914
83,116.04624059241402,39.03067593869769,8.029303379643968,0.82206015999449,9.483964913269737
84,116.04673478550819,39.0312773258891,7.783915263641098,-0.2453881160028705,-3.7686808217874477
85,116.04720928519794,39.031777503530584,6.894400834015574,-0.8895144296255233,-4.079051424827192
86,116.04766354838478,39.03228583475196,6.81729912460147,-0.0771017094141042,1.7057598740832194
87,116.04809686733135,39.03284751225813,7.093989923931489,0.27669079933001905,4.135916245180119
88,116.0484563076051,39.03346061585159,7.106991815809396,0.01300189187790702,7.267670385786584
89,116.04865385212686,39.03411571251778,6.8423349825714395,-0.2646568332379561,13.600845832948094
90,116.04892229020243,39.03481259958729,7.468002330336446,0.6256673477650062,-4.285787782081413
91,116.0491269045829,39.035418704444034,6.3971098322753335,-1.0708924980611123,2.4123620762159264
92,116.04928756564625,39.03601479772644,6.173647046949482,-0.2234627853258509,3.57000247046046
93,116.04946461746479,39.0366554719119,6.646884671523027,0.47323762457354485,-0.36414456328436384
94,116.04969145470695,39.037189284066365,5.800090953454623,-0.846793718068405,-7.574236123429323
95,116.04986345575313,39.037696258819324,5.3535760013876015,-0.4465149520670211,4.281993971617362
96,116.05009848434413,39.038200987484416,5.567669745517805,0.21409374413020396,-6.2286938935599405
97,116.05032319020377,39.03872926860366,5.740850671368987,0.173180925851182,1.9265868986441839
98,116.05051270822986,39.03919195955645,5.0,-0.883857436201133,0.7686255297276395
99,116.05075008973245,39.03963861913221,5.058208718446,0.058208718445999896,-5.714851489153116
